,grid_id,coordinate,address
195,160440,"22.999023032,120.230567834",臺南市北區小東路段口小東路307
196,142630,"22.981423032,120.212087834",臺南市中西區大同路段北側健康路
197,107526,"23.093183032,120.176007834",臺南市佳里區東寧里文化路段號民生街
198,256276,"23.093183032,120.330007834",臺南市後壁區段
199,245651,"23.093183032,120.319007834",臺南市善化區省道臺1線段口小新里市道178線
200,114326,"23.093183032,120.183047834",臺南市佳里區段
201,67576,"23.093183032,120.134647834",臺南市七股區篤加里省道臺17線段口篤加里區道南34-1線
202,140473,"22.995503032,120.209887834",臺南市中西區中山路段號西華南街
203,102001,"23.093183032,120.170287834",臺南市佳里區安西里忠孝路段巷弄號口與佳西路段巷弄口
204,232476,"23.093183032,120.305367834",臺南市善化區陽光北一路段口蓮潭里蓮潭北二街
205,148546,"22.996383032,120.218247834",臺南市東區大學路段口勝利路
206,225251,"23.093183032,120.297887834",臺南市善化區光文里和平路段口光文里民權路
207,200176,"23.093183032,120.271927834",臺南市麻豆區南勢里市道171線段號區道南61線
208,234601,"23.093183032,120.307567834",臺南市善化區光文路段0光文里光文陸橋上
209,130697,"22.995943032,120.199767834",臺南市中西區西門路段號民權路
210,155374,"22.984063032,120.225287834",臺南市東區富德街段巷弄號口與德光街段巷弄口
211,132601,"23.093183032,120.201967834",臺南市西港區新興街段號中山路121
212,146918,"22.964703032000003,120.216487834",臺南市南區大同路段生產路口巷弄號
213,199751,"23.093183032,120.271487834",臺南市鹽水區水秀里朝琴路段136號
214,276676,"23.093183032,120.351127834",臺南市六甲區中正路段321西側
215,230776,"23.093183032,120.303607834",臺南市新營區段口巷弄號新南里隋唐街13號前
216,171701,"23.093183032,120.242447834",臺南市麻豆區中山路段口油車里興民街
217,153192,"23.009143032,120.223087834",臺南市北區開元路段林森路三段口巷弄號
218,147234,"23.012663032,120.216927834",臺南市北區北門路二段段號長榮路五段
219,142182,"22.991543032000003,120.211647834",臺南市中西區北門路段巷弄號口與青年路段巷弄口
220,136648,"22.995503032,120.205927834",臺南市中西區公園路段民族路口巷弄號
221,148993,"22.986703032,120.218687834",臺南市東區東門路段口長榮路
222,188701,"23.093183032,120.260047834",臺南市新市區豐華里樹谷大道段活水路口巷弄號
223,247776,"23.093183032,120.321207834",臺南市新營區新東里義和街段東側民族路150
224,165927,"23.015743032,120.236287834",臺南市永康區中山南路段東橋一路口巷弄號
225,148483,"23.024103032,120.218247834",臺南市永康區中華路段中正南路口巷弄號
226,159631,"22.980983032,120.229687834",臺南市東區中華東路段號東門路
227,192526,"23.093183032,120.264007834",臺南市善化區胡厝里區道南122線段口胡厝里烏橋中路
228,167293,"22.975703032,120.237607834",臺南市東區東門路3段巷弄號口與自由路2段巷弄口
229,276251,"23.093183032,120.350687834",臺南市官田區烏山頭里市道165線段號市道171線
230,181901,"23.093183032,120.253007834",臺南市麻豆區東角里興中路段164-70
231,171276,"23.093183032,120.242007834",臺南市麻豆區中山路段140之3口
232,154508,"22.991103032,120.224407834",臺南市東區林森路2段巷弄號口與東寧路段巷弄口
233,163394,"23.008263032,120.233647834",臺南市永康區中華路段口中華二路
234,122243,"22.975703032,120.190967834",臺南市南區金華路段新興路口巷弄號
235,178076,"23.093183032,120.249047834",臺南市麻豆區大埕里中正路段忠孝路口巷弄號
236,216751,"23.093183032,120.289087834",臺南市善化區進學路段巷弄號口與建國路段巷弄口
237,131555,"22.992423032,120.200647834",臺南市中西區中正路段口永福路
238,216884,"23.034663032,120.289087834",臺南市新化區省道臺20線段口全興里省道臺39線
239,105826,"23.093183032,120.174247834",臺南市佳里區安西里忠孝路段巷弄號附近與公園路段巷弄口
240,128589,"22.988463032,120.197567834",臺南市中西區西門路段號和意路
241,125172,"22.995943032,120.194047834",臺南市中西區金華路段號民生路
242,200601,"23.093183032,120.272367834",臺南市鹽水區橋南里忠孝路段巷弄116號與段巷弄口
243,181266,"22.998583032,120.252127834",臺南市永康區大灣路段口崑大路
244,172551,"23.093183032,120.243327834",臺南市麻豆區油車里自由路段新興街口巷弄號
245,116876,"23.093183032,120.185687834",臺南市佳里區段
246,117553,"22.982303032,120.186127834",臺南市南區中華西路段號健康路
247,134946,"22.996383032,120.204167834",臺南市中西區忠義路段民族路口巷弄號
248,164686,"23.000783032,120.234967834",臺南市永康區中華路段華興街口巷弄號
249,233326,"23.093183032,120.306247834",臺南市善化區光文路段0光文里光文路橋上南端
250,231201,"23.093183032,120.304047834",臺南市新營區民治路段南側新南里隋唐街
251,209526,"23.093183032,120.281607834",臺南市新營區嘉芳里復興路段新工路口巷弄號
252,197201,"23.093183032,120.268847834",臺南市下營區營前里環營南路1段健康路口巷弄號
253,190826,"23.093183032,120.262247834",臺南市麻豆區南勢里省道臺19甲線段區道南61線口巷弄號
254,162589,"22.988463032,120.232767834",臺南市東區東寧路段號裕農路
255,90526,"23.093183032,120.158407834",臺南市將軍區段巷弄號與段巷弄口
256,116640,"23.010023032,120.185247834",臺南市北區中華北路一段段號大興街
257,180626,"23.093183032,120.251687834",臺南市安定區蘇林里市道178線段0蘇林里178線10.5公里東向
258,247351,"23.093183032,120.320767834",臺南市新營區民治路段5
259,229501,"23.093183032,120.302287834",臺南市善化區光文里光華路段35巷弄42號與段巷弄口
260,177034,"22.990663032,120.247727834",臺南市東區裕農路段裕義路口巷弄號
261,134552,"22.982743032,120.203727834",臺南市中西區南門路段五妃街口巷弄號
262,147249,"23.006063032,120.216927834",臺南市北區開元路段號前鋒路
263,135388,"22.988903032,120.204607834",臺南市中西區南門路段號府前路
264,136625,"23.005623032000003,120.205927834",臺南市北區西門路三段段公園北路口巷弄號
265,177884,"22.990663032,120.248607834",臺南市仁德區太子路段高速一街口巷弄號
266,170851,"23.093183032,120.241567834",臺南市麻豆區興農里新生南路段巷弄272號與段巷弄口
267,138976,"23.093183032,120.208567834",臺南市安定區省道臺19線段海寮132-1310附近
268,175951,"23.093183032,120.246847834",臺南市下營區大吉里仁里街段402口大吉里區道南56-1線
269,197626,"23.093183032,120.269287834",臺南市善化區胡家里胡厝寮段口巷弄號胡家里豐年橋附近下坡路段
270,189976,"23.093183032,120.261367834",臺南市新市區豐華里樹谷大道段巷弄號附近與看西路段巷弄口
271,136230,"22.992423032,120.205487834",臺南市中西區民生綠園圓環段巷弄號東側與青年路段巷弄口
272,204426,"23.093183032,120.276327834",臺南市麻豆區市道171線段口市道171甲線
273,203576,"23.093183032,120.275447834",臺南市新營區太北里新太路段東側太北里太南街
274,169366,"22.998583032,120.239807834",臺南市永康區復興路段巷弄號口與裕永路段巷弄口
275,188834,"23.034663032,120.260047834",臺南市永康區自強路段口龍埔街
276,131751,"23.093183032,120.201087834",臺南市西港區慶安里慶安路段巷弄號口與新興街段巷弄口
277,161239,"23.021463032,120.231447834",臺南市永康區東橋一路段大橋二街口巷弄號
278,146454,"22.981863032,120.216047834",臺南市東區林森路1段號崇明路
279,189551,"23.093183032,120.260927834",臺南市麻豆區段
280,123907,"22.991543032000003,120.192727834",臺南市中西區金華路段府前路口巷弄號
281,115449,"22.973063032,120.183927834",臺南市南區中華西路1段號新興路
282,115281,"23.046983032,120.183927834",臺南市安南區海佃路段號安中路
283,195076,"23.093183032,120.266647834",臺南市鹽水區橋南里月津路段南門路口巷弄號
284,149761,"23.022783032,120.219567834",臺南市永康區中華路段口南台街
285,195501,"23.093183032,120.267087834",臺南市新市區豐華里紫楝路段口巷弄15號
286,226101,"23.093183032,120.298767834",臺南市柳營區八翁里中山西路3段巷弄號口與長榮路5段巷弄口
287,133262,"22.989343032,120.202407834",臺南市中西區府前路段號忠義路
288,128604,"22.981863032,120.197567834",臺南市南區西門路段健康路口巷弄號
289,279651,"23.093183032,120.354207834",臺南市後壁區段
290,252451,"23.093183032,120.326047834",臺南市柳營區段口巷弄號
291,134970,"22.985823032,120.204167834",臺南市中西區南門路段樹林街口巷弄號
292,143434,"23.001663032,120.212967834",臺南市北區北門路二段段巷弄號口與小東路段巷弄口
293,148819,"23.063263032,120.218687834",臺南市安南區安和路段口長和路
294,165966,"22.998583032,120.236287834",臺南市永康區小東路段口忠義街
295,175716,"23.009583032,120.246407834",臺南市永康區復國一路段口復華三街
296,137955,"22.981423032,120.207247834",臺南市南區健康路段號體育路
297,189126,"23.093183032,120.260487834",臺南市新市區豐華里樹谷大道段紫楝路口巷弄號
298,128620,"22.974823032,120.197567834",臺南市南區西門路段口大成路
299,246501,"23.093183032,120.319887834",臺南市善化區小新里省道臺1線段巷弄號與段巷弄口
300,141276,"23.016183032,120.210767834",臺南市北區西門路四段段北安路一段口巷弄號
301,181476,"23.093183032,120.252567834",臺南市鹽水區段口巷弄號義中里台19線南下99.9公里處
302,164901,"23.093183032,120.235407834",臺南市西港區段巷弄號與段巷弄口
303,163850,"22.994623032,120.234087834",臺南市東區中華東路1段口東平路
304,211651,"23.093183032,120.283807834",臺南市麻豆區寮?里市道176線段號區道南63線
305,142981,"23.013983032,120.212527834",臺南市北區公園路段巷弄號口與北安路一段段51巷3弄口
306,168897,"23.017943032,120.239367834",臺南市永康區中山南路段巷弄號附近與東橋七路段巷弄口
307,196546,"23.007383032,120.267967834",臺南市永康區大灣路段口民族路
308,188276,"23.093183032,120.259607834",臺南市下營區段號
309,173247,"22.973943032,120.243767834",臺南市仁德區中山路段文華路口巷弄號
310,126041,"22.987583032,120.194927834",臺南市南區夏林路段永華路口巷弄號
311,236301,"23.093183032,120.309327834",臺南市善化區田寮里區道南122線段六分寮199-40號0
312,232051,"23.093183032,120.304927834",臺南市善化區龍目井路段巷弄號口與陽光南一路段巷弄口
313,135804,"22.992863032,120.205047834",臺南市中西區民生綠園圓環段公園路口巷弄號
314,210801,"23.093183032,120.282927834",臺南市善化區興農路段230
315,336176,"23.093183032,120.412727834",臺南市白河區中正路段口永安里國泰路
316,161260,"23.012223032,120.231447834",臺南市永康區中華路段口新興街
317,124730,"23.003423032,120.193607834",臺南市中西區文賢路段口西和路
318,135151,"23.093183032,120.204607834",臺南市西港區段巷弄號與段巷弄口
319,167144,"23.041263032,120.237607834",臺南市永康區中正南路段巷弄號口與中正路段巷弄口
320,228651,"23.093183032,120.301407834",臺南市新營區新南里金華路2段秦漢街口巷弄號
321,105401,"23.093183032,120.173807834",臺南市佳里區段長安街與長安街99巷口
322,124726,"23.005183032,120.193607834",臺南市北區文賢路段武聖路口巷弄號
323,151081,"23.002983032,120.220887834",臺南市北區東豐路段巷弄號口與東豐路段227巷弄口
324,277101,"23.093183032,120.351567834",臺南市官田區段號渡拔里台84線26.4公里處
325,175526,"23.093183032,120.246407834",臺南市麻豆區段油車里14之1號前
326,159651,"22.972183032,120.229687834",臺南市東區崇德十二街段崇德十二街口巷弄號
327,132388,"22.999903032,120.201527834",臺南市北區西門路三段段號成功路
328,66301,"23.093183032,120.133327834",臺南市七股區段
329,155948,"22.918503032,120.225727834",臺南市仁德區段台一線與中正西路路口
330,172361,"22.989783032,120.242887834",臺南市東區裕農路段口裕孝路
331,152781,"23.002983032,120.222647834",臺南市北區東豐路段長榮路四段口巷弄號
332,193376,"23.093183032,120.264887834",臺南市麻豆區段號
333,264351,"23.093183032,120.338367834",臺南市官田區渡拔里省道臺1線段市道171線口巷弄號
334,173142,"23.020143032,120.243767834",臺南市永康區中山南路段口忠孝路
335,186151,"23.093183032,120.257407834",臺南市麻豆區東角里信義路段號國中街
336,219301,"23.093183032,120.291727834",臺南市善化區文昌里光復路段號大同路
337,160477,"22.982743032,120.230567834",臺南市東區中華東路2段巷弄號口與中華東路2段295巷弄口
338,137035,"23.012223032,120.206367834",臺南市北區和緯路段育德路口巷弄號
339,183176,"23.093183032,120.254327834",臺南市鹽水區仁愛路段口義中里金和路
340,214201,"23.093183032,120.286447834",臺南市麻豆區段
341,164476,"23.093183032,120.234967834",臺南市安定區安加里曾文溪堤側車道段號0保西里保西橋附近
342,338301,"23.093183032,120.414927834",臺南市白河區中山路段號康樂路
343,133026,"23.093183032,120.202407834",臺南市西港區段
344,275401,"23.093183032,120.349807834",臺南市六甲區六甲里中山路段巷弄93號附近與段巷弄口
345,156612,"23.000343032,120.226607834",臺南市東區小東路段小東路口巷弄號
346,153165,"23.021023032,120.223087834",臺南市永康區中華路段大武街口巷弄號
347,179512,"23.022343032,120.250367834",臺南市永康區中山南路段巷弄號口與永興路段巷弄口
